,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match Info,Match No,Season
2,MT Steketee,4,0,39,1,9.75,7,2,1,4,0,Melbourne Stars,Brisbane Heat,1114857,"2nd Match (N), Big Bash League at Brisbane, Dec 20 2017 | Match Summary | ESPNCricinfo",208,7
3,B Doggett,3,0,27,1,9,6,1,1,0,0,Melbourne Stars,Brisbane Heat,1114857,"2nd Match (N), Big Bash League at Brisbane, Dec 20 2017 | Match Summary | ESPNCricinfo",208,7
4,Shadab Khan,4,0,41,2,10.25,8,1,4,0,0,Melbourne Stars,Brisbane Heat,1114857,"2nd Match (N), Big Bash League at Brisbane, Dec 20 2017 | Match Summary | ESPNCricinfo",208,7
5,MJ Swepson,4,0,26,0,6.5,7,0,1,1,1,Melbourne Stars,Brisbane Heat,1114857,"2nd Match (N), Big Bash League at Brisbane, Dec 20 2017 | Match Summary | ESPNCricinfo",208,7
6,BCJ Cutting,1,0,22,0,22,1,2,2,0,0,Melbourne Stars,Brisbane Heat,1114857,"2nd Match (N), Big Bash League at Brisbane, Dec 20 2017 | Match Summary | ESPNCricinfo",208,7
1,TLW Cooper,1,0,9,0,9,3,1,0,0,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
2,KW Richardson,4,0,36,1,9,9,4,1,0,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
3,JD Wildermuth,4,0,32,0,8,6,2,1,1,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
4,Mohammad Nabi,4,0,25,1,6.25,8,2,0,0,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
5,DJ Bravo,4,0,28,5,7,10,2,1,1,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
6,GB Hogg,3,0,34,1,11.33,4,3,2,0,0,Hobart Hurricanes,Melbourne Renegades,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
1,CA Rose,3,0,30,1,10,5,3,1,0,0,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
2,TS Mills,4,0,36,0,9,7,4,0,2,1,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
3,JC Archer,4,1,17,2,4.25,14,2,0,1,0,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
4,AW Summers,3,0,31,0,10.33,5,1,2,3,1,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
5,CJ Boyce,1.3,0,17,0,11.33,2,0,2,0,0,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
6,DT Christian,2,0,23,0,11.5,2,4,0,1,0,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
7,DJM Short,1,0,10,0,10,2,2,0,0,0,Melbourne Renegades,Hobart Hurricanes,1114858,"3rd Match (N), Big Bash League at Hobart, Dec 21 2017 | Match Summary | ESPNCricinfo",209,7
1,CJ Green,4,0,23,0,5.75,12,3,0,0,0,Adelaide Strikers,Sydney Thunder,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
2,MJ McClenaghan,4,0,37,2,9.25,10,6,0,3,1,Adelaide Strikers,Sydney Thunder,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
3,AL Fekete,4,0,35,0,8.75,9,5,1,0,0,Adelaide Strikers,Sydney Thunder,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
4,Fawad Ahmed,4,0,24,0,6,9,1,1,0,0,Adelaide Strikers,Sydney Thunder,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
5,AJ Nair,4,0,36,3,9,4,0,3,0,0,Adelaide Strikers,Sydney Thunder,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
1,CA Ingram,1,0,9,0,9,3,2,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
2,B Stanlake,3,0,14,1,4.66,11,1,0,2,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
3,PM Siddle,3,0,6,2,2,12,0,0,0,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
4,B Laughlin,3.4,0,26,4,7.09,10,2,1,0,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
5,Rashid Khan,4,0,22,2,5.5,12,2,0,2,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
6,TM Head,3,0,28,1,9.33,4,1,1,0,0,Sydney Thunder,Adelaide Strikers,1114859,"4th Match (N), Big Bash League at Adelaide, Dec 22 2017 | Match Summary | ESPNCricinfo",210,7
1,MG Johnson,4,0,27,2,6.75,11,3,0,2,0,Sydney Sixers,Perth Scorchers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
2,JA Richardson,3,0,28,2,9.33,6,4,0,1,0,Sydney Sixers,Perth Scorchers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
3,DJ Willey,4,0,35,2,8.75,8,4,0,1,1,Sydney Sixers,Perth Scorchers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
4,AJ Tye,3.4,0,21,4,5.72,8,1,0,1,0,Sydney Sixers,Perth Scorchers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
5,AC Agar,4,0,21,0,5.25,4,0,0,0,0,Sydney Sixers,Perth Scorchers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
1,DR Sams,4,0,34,0,8.5,13,2,3,1,0,Perth Scorchers,Sydney Sixers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
2,DE Bollinger,3,0,30,1,10,8,5,1,0,0,Perth Scorchers,Sydney Sixers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
3,SNJ O'Keefe,4,0,23,0,5.75,9,1,0,0,0,Perth Scorchers,Sydney Sixers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
4,SA Abbott,3.1,0,28,3,8.84,6,1,2,0,0,Perth Scorchers,Sydney Sixers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
5,J Botha,4,0,18,0,4.5,9,0,0,0,0,Perth Scorchers,Sydney Sixers,1114860,"5th Match (D/N), Big Bash League at Sydney, Dec 23 2017 | Match Summary | ESPNCricinfo",211,7
1,Mohammad Nabi,2,0,14,0,7,5,2,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
2,TLW Cooper,1,0,6,1,6,4,1,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
3,JD Wildermuth,4,0,16,3,4,14,2,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
4,KW Richardson,4,0,37,0,9.25,9,3,2,1,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
5,GB Hogg,4,0,25,2,6.25,9,1,1,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
6,AJ Finch,1,0,5,0,5,2,0,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
7,DJ Bravo,4,0,27,2,6.75,6,2,0,0,0,Brisbane Heat,Melbourne Renegades,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
1,Shadab Khan,4,0,17,2,4.25,14,2,0,1,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
2,MT Steketee,3.4,0,35,0,9.54,6,2,2,1,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
3,B Doggett,2,0,22,0,11,5,2,1,0,1,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
4,MJ Swepson,4,0,25,0,6.25,12,0,2,0,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
5,JK Lalor,3,0,17,0,5.66,5,1,0,0,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
6,M Labuschagne,1,0,5,0,5,3,0,0,0,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
7,BCJ Cutting,1,0,12,1,12,1,1,0,1,0,Melbourne Renegades,Brisbane Heat,1114861,"6th Match (N), Big Bash League at Melbourne, Dec 23 2017 | Match Summary | ESPNCricinfo",212,7
1,JP Faulkner,3,0,19,2,6.33,12,2,1,2,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
2,MA Beer,4,0,14,1,3.5,15,1,0,1,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
3,MP Stoinis,3,0,27,1,9,6,2,1,0,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
4,A Zampa,4,0,36,1,9,5,1,2,0,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
5,JW Hastings,3,0,25,1,8.33,4,2,0,1,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
6,SM Boland,3,0,18,0,6,5,1,0,0,0,Perth Scorchers,Melbourne Stars,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
1,MG Johnson,4,0,24,1,6,11,3,0,1,0,Melbourne Stars,Perth Scorchers,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
2,DJ Willey,4,0,30,0,7.5,10,3,1,1,0,Melbourne Stars,Perth Scorchers,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
3,JA Richardson,4,0,26,1,6.5,11,4,0,0,0,Melbourne Stars,Perth Scorchers,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
4,AJ Tye,4,0,23,5,5.75,14,2,1,2,0,Melbourne Stars,Perth Scorchers,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
5,AC Agar,4,0,18,0,4.5,7,0,0,0,0,Melbourne Stars,Perth Scorchers,1114862,"7th Match (D/N), Big Bash League at Perth, Dec 26 2017 | Match Summary | ESPNCricinfo",213,7
1,Shadab Khan,4,0,27,2,6.75,7,2,0,0,0,Sydney Thunder,Brisbane Heat,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
2,MT Steketee,3,0,14,0,4.66,10,1,0,0,0,Sydney Thunder,Brisbane Heat,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
3,JK Lalor,4,0,42,2,10.5,8,5,0,3,1,Sydney Thunder,Brisbane Heat,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
4,MJ Swepson,3,0,38,0,12.66,1,3,2,0,0,Sydney Thunder,Brisbane Heat,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
5,B Doggett,3,0,27,0,9,4,3,0,0,0,Sydney Thunder,Brisbane Heat,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
1,CJ Green,2,0,11,0,5.5,5,1,0,0,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
2,MJ McClenaghan,4,0,45,2,11.25,9,4,2,5,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
3,AL Fekete,1.5,0,22,0,12,4,3,1,0,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
4,SR Watson,2,0,13,1,6.5,4,1,0,0,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
5,Fawad Ahmed,4,0,41,0,10.25,3,1,2,0,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
6,AJ Nair,3,0,19,1,6.33,8,2,0,0,0,Brisbane Heat,Sydney Thunder,1114863,"8th Match (N), Big Bash League at Brisbane, Dec 27 2017 | Match Summary | ESPNCricinfo",214,7
1,BJ Dwarshuis,4,0,41,2,10.25,10,3,3,3,0,Adelaide Strikers,Sydney Sixers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
2,J Botha,4,0,30,1,7.5,7,2,0,0,0,Adelaide Strikers,Sydney Sixers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
3,WER Somerville,4,0,31,0,7.75,7,3,1,0,0,Adelaide Strikers,Sydney Sixers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
4,DR Sams,4,0,29,0,7.25,7,3,0,0,0,Adelaide Strikers,Sydney Sixers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
5,SA Abbott,4,0,34,0,8.5,6,4,0,2,0,Adelaide Strikers,Sydney Sixers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
1,B Stanlake,4,0,31,2,7.75,11,2,2,1,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
2,MG Neser,4,0,42,2,10.5,8,4,2,0,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
3,PM Siddle,3,0,17,0,5.66,7,1,0,1,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
4,B Laughlin,4,0,39,2,9.75,7,4,1,2,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
5,Rashid Khan,4,0,22,2,5.5,9,1,0,0,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
6,TM Head,1,0,10,0,10,0,1,0,0,0,Sydney Sixers,Adelaide Strikers,1114864,"9th Match (N), Big Bash League at Sydney, Dec 28 2017 | Match Summary | ESPNCricinfo",215,7
1,MG Johnson,4,1,13,3,3.25,17,1,0,0,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
2,JA Richardson,4,0,23,1,5.75,12,2,0,1,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
3,AJ Tye,4,0,37,3,9.25,6,1,3,0,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
4,AC Agar,4,0,20,1,5,13,1,1,0,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
5,DJ Willey,2,0,12,1,6,4,1,0,0,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
6,JM Muirhead,2,0,16,0,8,3,0,1,0,0,Melbourne Renegades,Perth Scorchers,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
1,Mohammad Nabi,4,0,16,1,4,12,0,0,1,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
2,TLW Cooper,2,0,22,0,11,3,2,1,0,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
3,JD Wildermuth,2,0,26,1,13,5,2,2,0,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
4,KW Richardson,4,0,30,0,7.5,11,2,2,0,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
5,GB Hogg,4,0,16,2,4,14,0,1,1,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
6,DJ Bravo,3,0,22,1,7.33,7,1,1,1,0,Perth Scorchers,Melbourne Renegades,1114865,"10th Match (N), Big Bash League at Melbourne, Dec 29 2017 | Match Summary | ESPNCricinfo",216,7
1,CA Rose,4,0,20,2,5,10,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
2,TS Rogers,3,0,50,0,16.66,4,4,4,0,1,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
3,JC Archer,4,0,22,1,5.5,11,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
4,TS Mills,4,0,32,0,8,11,2,2,0,1,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
5,CJ Boyce,4,0,32,0,8,7,4,0,1,0,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
6,DT Christian,1,0,10,0,10,0,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
1,CJ Green,4,0,30,2,7.5,8,2,1,0,0,Hobart Hurricanes,Sydney Thunder,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
2,GS Sandhu,3.3,0,29,2,8.28,9,2,1,1,0,Hobart Hurricanes,Sydney Thunder,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
3,MJ McClenaghan,4,0,19,2,4.75,10,1,0,1,0,Hobart Hurricanes,Sydney Thunder,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
4,AJ Nair,4,0,17,2,4.25,10,0,0,0,0,Hobart Hurricanes,Sydney Thunder,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
5,Fawad Ahmed,4,0,14,2,3.5,12,0,0,0,0,Hobart Hurricanes,Sydney Thunder,1114866,"11th Match (N), Big Bash League at Launceston, Dec 30 2017 | Match Summary | ESPNCricinfo",217,7
1,JA Burns,1,0,5,0,5,4,1,0,0,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
2,MT Steketee,4,0,26,1,6.5,10,1,1,0,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
3,JK Lalor,4,0,40,3,10,9,2,3,2,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
4,Yasir Shah,4,0,18,2,4.5,11,1,0,0,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
5,MJ Swepson,4,0,27,0,6.75,8,3,0,1,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
6,CJ Gannon,3,0,26,1,8.66,4,3,0,0,0,Adelaide Strikers,Brisbane Heat,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
1,TM Head,1,0,8,1,8,2,1,0,0,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
2,Rashid Khan,4,0,19,2,4.75,13,2,0,1,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
3,B Stanlake,4,0,26,1,6.5,12,3,0,3,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
4,MG Neser,2,0,7,2,3.5,6,0,0,0,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
5,B Laughlin,2.2,0,11,3,4.71,9,1,0,1,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
6,PM Siddle,2,0,10,0,5,6,1,0,0,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
7,CA Ingram,1,0,4,0,4,3,0,0,1,0,Brisbane Heat,Adelaide Strikers,1114867,"12th Match (N), Big Bash League at Adelaide, Dec 31 2017 | Match Summary | ESPNCricinfo",218,7
1,CJ Green,3,0,19,0,6.33,6,1,0,0,0,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
2,Fawad Ahmed,4,0,27,1,6.75,10,2,1,0,0,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
3,MJ McClenaghan,3.2,0,32,0,9.6,6,4,0,1,2,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
4,GS Sandhu,4,1,48,1,12,8,3,4,2,0,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
5,AJ Nair,2,0,24,0,12,3,1,2,2,0,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
6,SR Watson,3.4,0,35,1,9.54,5,4,1,0,0,Hobart Hurricanes,Sydney Thunder,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
1,CA Rose,4,0,32,0,8,10,4,1,0,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
2,TS Mills,4,0,46,1,11.5,5,4,2,1,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
3,JC Archer,4,0,42,2,10.5,6,5,1,0,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
4,CJ Boyce,3,0,14,2,4.66,10,0,1,0,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
5,DJM Short,1,0,6,0,6,3,1,0,0,0,Sydney Thunder,Hobart Hurricanes,1114868,"13th Match (N), Big Bash League at Sydney, Jan 1 2018 | Match Summary | ESPNCricinfo",219,7
